"item_id","title","price","labels","values","zip_data","feedback","feedback_clean","zip_data_updated","custom_bundle","free_accessories","super_amoled_display","unlock_status","delivery","upc","capacity_of_battery","contract","screen_size","size_type","sim_card_slot","year_released","features","local_warehouse","release_date","country_region_of_manufacture","best_use_for","brand","network","charger_and_cable","seller_notes","mpn","operating_system","ram","samsung_galaxy_a15_5g_budget_friendly_phone","compared_to_samsung_galaxy_a54_a34","hardware_connectivity","condition","modified_item","camera_resolution","cellular_band","import_charges","bundle_listing","bundled_items","shipping","a54_graphite_a54_silver_a54_purple","chipset_model","newer_model_of_samsung_galaxy_a32","notice","original_box","style","model_number","tips","thirtytwomp_front_facing_camera_5000mah_battery_25w_fast_chargi","return_s","storage_capacity","model","non_domestic_product","manufacturer_warranty","processor","sku","manufacturer_color","battery_health_capacity","connectivity","released_year","color","design_similar_to","lock_status","ean","memory_card_type","cosmetic_condition","fiveg_smartphone_super_amoled_display_exynos_1380_processor"
"275926762447","Samsung Galaxy A54 5G 128GB SM-A546 50 MP (SIM+eSIM) T-Mobile, AT&, Unlocked","US $159.99/ea","['Shipping:', 'Import charges: ', 'Delivery:', 'Returns:', 'Condition', 'Seller Notes', 'Processor', 'Custom Bundle', 'Chipset Model', 'MPN', 'Compared to Samsung Galaxy A54 A34', 'Year Released', 'Lock Status', 'SIM Card Slot', 'Best Use for', 'Manufacturer Warranty', 'Network', 'Style', 'Operating System', 'Features', 'Storage Capacity', 'Camera Resolution', '5G smartphone Super AMOLED display Exynos 1380 processor', 'Screen Size', 'A54 Graphite A54 Silver A54 Purple', 'Color', 'Memory Card Type', '32MP front-facing camera 5000mAh battery 25W fast charging', 'Model Number', 'Newer Model of Samsung Galaxy A32', 'Cellular Band', 'Brand', 'design similar to', 'Model', 'Connectivity', 'Country/Region of Manufacture', 'Contract', 'RAM']","['US $35.48 eBay International Shipping . See details for shipping Located in: Houston, TX, United States', 'This item may be subject to import charges and taxes on delivery', 'Estimated between Mon, Nov 11 and Tue, Dec 3 to 0001 Please note the delivery estimate is greater than 29 business days. Seller ships within 1 day after receiving cleared payment.', '30 days returns. Buyer pays for return shipping. See details - for more information about returns', 'Open box', '“Mint- Device Only!”', 'Exynos 1280', 'Yes Volume Discount Available', 'Exynos 1380', 'Does Not Apply', 'Galaxy A33 A73 A72 5G', '2022', 'T-mobile, MetroPCS or Unlocked', 'Single SIM', 'Everyday use Gaming Photography Videography', '30-Day seller return policy', 'AT&T, Boost Mobile, Cricket Wireless, Metro, SIMPLE Mobile, Sprint, T-Mobile, Ultra Mobile, Unlocked, MetroPCS, Global Unlocked', 'Bar', 'Android', 'Bluetooth Enabled, Camera, Color Screen, Digital Compass, Email, Web, Email Access, Fast Charging, Fast Wireless Charging, Fingerprint Sensor, Front Camera, Global Ready, GPRS, GPS, Music Player, Nano SIM, NFC Connectivity, OLED Display, Rear Camera, Rugged, Speakerphone, Streaming Video, Triple Rear Camera, Vibration, Video Calling, Video Camera, Wi-Fi Capable, Wireless Charging', '128 GB', '50.0 MP', 'Samsung Galaxy A series Mid-range smartphone 5G smartphone', '6.4 in', 'A54 Lime A54 Awesome Black', 'Black - Violet', 'MicroSD', '128GB storage Quad rear camera system', 'A546U', 'Galaxy A42 A52 A52S A53 A72', 'Locked/Unlocked Status specific', 'Samsung', 'S23', 'Samsung Galaxy A54', '2G, 3G, 4G, 4G+, 5G, Bluetooth, GPRS, GPS, LTE, Micro USB, NFC, USB Type-C, WAP, Wi-Fi', 'Korea, Republic of', 'Without Contract', '6 GB']","{'Shipping:': 'US $35.48 eBay International Shipping . See details for shipping Located in: Houston, TX, United States', 'Import charges: ': 'This item may be subject to import charges and taxes on delivery', 'Delivery:': 'Estimated between Mon, Nov 11 and Tue, Dec 3 to 0001 Please note the delivery estimate is greater than 29 business days. Seller ships within 1 day after receiving cleared payment.', 'Returns:': '30 days returns. Buyer pays for return shipping. See details - for more information about returns', 'Condition': 'Open box', 'Seller Notes': '“Mint- Device Only!”', 'Processor': 'Exynos 1280', 'Custom Bundle': 'Yes Volume Discount Available', 'Chipset Model': 'Exynos 1380', 'MPN': 'Does Not Apply', 'Compared to Samsung Galaxy A54 A34': 'Galaxy A33 A73 A72 5G', 'Year Released': '2022', 'Lock Status': 'T-mobile, MetroPCS or Unlocked', 'SIM Card Slot': 'Single SIM', 'Best Use for': 'Everyday use Gaming Photography Videography', 'Manufacturer Warranty': '30-Day seller return policy', 'Network': 'AT&T, Boost Mobile, Cricket Wireless, Metro, SIMPLE Mobile, Sprint, T-Mobile, Ultra Mobile, Unlocked, MetroPCS, Global Unlocked', 'Style': 'Bar', 'Operating System': 'Android', 'Features': 'Bluetooth Enabled, Camera, Color Screen, Digital Compass, Email, Web, Email Access, Fast Charging, Fast Wireless Charging, Fingerprint Sensor, Front Camera, Global Ready, GPRS, GPS, Music Player, Nano SIM, NFC Connectivity, OLED Display, Rear Camera, Rugged, Speakerphone, Streaming Video, Triple Rear Camera, Vibration, Video Calling, Video Camera, Wi-Fi Capable, Wireless Charging', 'Storage Capacity': '128 GB', 'Camera Resolution': '50.0 MP', '5G smartphone Super AMOLED display Exynos 1380 processor': 'Samsung Galaxy A series Mid-range smartphone 5G smartphone', 'Screen Size': '6.4 in', 'A54 Graphite A54 Silver A54 Purple': 'A54 Lime A54 Awesome Black', 'Color': 'Black - Violet', 'Memory Card Type': 'MicroSD', '32MP front-facing camera 5000mAh battery 25W fast charging': '128GB storage Quad rear camera system', 'Model Number': 'A546U', 'Newer Model of Samsung Galaxy A32': 'Galaxy A42 A52 A52S A53 A72', 'Cellular Band': 'Locked/Unlocked Status specific', 'Brand': 'Samsung', 'design similar to': 'S23', 'Model': 'Samsung Galaxy A54', 'Connectivity': '2G, 3G, 4G, 4G+, 5G, Bluetooth, GPRS, GPS, LTE, Micro USB, NFC, USB Type-C, WAP, Wi-Fi', 'Country/Region of Manufacture': 'Korea, Republic of', 'Contract': 'Without Contract', 'RAM': '6 GB'}","[""I am disappointed because the screen has a few deep scratches, with that being said with a screen protector on it they're pretty much unnoticeable. The battery was completely drained so I had to wait about an hour and a half to set it up. Item description said no blemishes. Other than that I am pleased with the phone. It arrived in a timely manner."", 'I was happy when I checked the phone and it was legit. I have been ripped off twice and I am happy you were not the third. Thank you for the phone it came in 1 piece, I wish it had a charger but I had a spare. Looks and works brand new.', 'The phone looks like brand new without any scratch despite is open box item. It equally arrived on time. I have not using the phone due to my inability to transfer all my information from the faulty phone to this phone. I hope by weekend will be able to put the phone into use. I will reach out once I start using the phone but all the same the phone look excellent from the appearance.', 'Good phone, as described, works very well, battery is in good shape. Happy.', ""This phone is great!the size of the phone is perfect. For a new model phone, the price can't be beat. It works perfectly on AT&T. It didn't come with any accessories or an original box but that's OK. There was very minor cosmetic blemishes along one side but nothing to complain about. Everything I've tried to use works and it has updated to OS 14. So overall, very pleased! 5 stars."", 'Great product. works perfectly. Looks brand new. Will buy from again.', ""This is a gift so the phone won't be setup and checked out with an account for a couple weeks but, so all is as advertised. Arrived on time, the exterior is in Mint condition and the battery charged to 100% with no issue. Will update on phone performance after the account setup."", ""The phone is in relatively good shape. An inch long scratch in glass prevents me from describing it's condition as excellent."", ""Phone arrived just in time, no scratches on the phone, it's good enough for basic task, the screen it's good for movies, and battery life manages to be efficient during the day. Would recommend if you want a phone for your every day life."", ""The phone was great it just didn't bring power cord nice phone nice size"", 'Nice Cell Phone Works Perfect ! Shipping took a long time, No fault of Fone Logics as I was a big storm in Houston Texas.', 'Great product arrived on time and looks brand new.', 'The screen had minor scoffs but not visible once a screen protector is applied.', 'The phone is Perfect. HOWEVER, of no fault to FoneLogics the shipping was seriously elongated as a result flooding and weather condiitons across the country. 2.5 weeks from initial order and receipt. Hmm', 'Phone was in perfect condition. Everything works. Fast shipping.', 'Happy with product, shipping took alot longer than expected, but was not the sellers fault, received product in excellent condition.', ""Great price, Super speedy shipping. This is just the phone. There is nothing else that comes with it. No charge adapter, no users manual, nothing. Just the phone. But that's all I needed."", ""Phone wasn't quite as described. I suspect these are refurbished and not open box. See photos of the wear to the phone. That said, it shipped quick and was a reasonable price for a used phone."", 'Phone works great. Delivered in great condition. If I had one complaint no box, charger kinda of a bummer.', 'Great product and fantastic shipping along with price. Seller is a pleasant business to do a purchase with and stands 100% behind their products.', 'Great phone great condition and very fast shipping seller also will help resolve any issues if any', 'The phone was as described and a huge upgrade from where I was with an A12. I did have to contact the seller and they were prompt and helpful with responses. The phone arrived late, but not because of the seller. It was shipped quickly, but USPS dropped the ball. I would purchase from this seller again.', 'Everything came perfectly as stated. I was worried about this being a hokey scam but everything came back perfect, using the phone to type this out and have not had a problem with it at all. 10/10 would recommend!', 'I received the product, from first assessment, it went well. Good product', 'Thanks! Fits great on my phone.', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']","[""I am disappointed because the screen has a few deep scratches, with that being said with a screen protector on it they're pretty much unnoticeable. The battery was completely drained so I had to wait about an hour and a half to set it up. Item description said no blemishes. Other than that I am pleased with the phone. It arrived in a timely manner."", 'I was happy when I checked the phone and it was legit. I have been ripped off twice and I am happy you were not the third. Thank you for the phone it came in 1 piece, I wish it had a charger but I had a spare. Looks and works brand new.', 'The phone looks like brand new without any scratch despite is open box item. It equally arrived on time. I have not using the phone due to my inability to transfer all my information from the faulty phone to this phone. I hope by weekend will be able to put the phone into use. I will reach out once I start using the phone but all the same the phone look excellent from the appearance.', 'Good phone, as described, works very well, battery is in good shape. Happy.', ""This phone is great!the size of the phone is perfect. For a new model phone, the price can't be beat. It works perfectly on AT&T. It didn't come with any accessories or an original box but that's OK. There was very minor cosmetic blemishes along one side but nothing to complain about. Everything I've tried to use works and it has updated to OS 14. So overall, very pleased! 5 stars."", 'Great product. works perfectly. Looks brand new. Will buy from again.', ""This is a gift so the phone won't be setup and checked out with an account for a couple weeks but, so all is as advertised. Arrived on time, the exterior is in Mint condition and the battery charged to 100% with no issue. Will update on phone performance after the account setup."", ""The phone is in relatively good shape. An inch long scratch in glass prevents me from describing it's condition as excellent."", ""Phone arrived just in time, no scratches on the phone, it's good enough for basic task, the screen it's good for movies, and battery life manages to be efficient during the day. Would recommend if you want a phone for your every day life."", ""The phone was great it just didn't bring power cord nice phone nice size"", 'Nice Cell Phone Works Perfect ! Shipping took a long time, No fault of Fone Logics as I was a big storm in Houston Texas.', 'Great product arrived on time and looks brand new.', 'The screen had minor scoffs but not visible once a screen protector is applied.', 'The phone is Perfect. HOWEVER, of no fault to FoneLogics the shipping was seriously elongated as a result flooding and weather condiitons across the country. 2.5 weeks from initial order and receipt. Hmm', 'Phone was in perfect condition. Everything works. Fast shipping.', 'Happy with product, shipping took alot longer than expected, but was not the sellers fault, received product in excellent condition.', ""Great price, Super speedy shipping. This is just the phone. There is nothing else that comes with it. No charge adapter, no users manual, nothing. Just the phone. But that's all I needed."", ""Phone wasn't quite as described. I suspect these are refurbished and not open box. See photos of the wear to the phone. That said, it shipped quick and was a reasonable price for a used phone."", 'Phone works great. Delivered in great condition. If I had one complaint no box, charger kinda of a bummer.', 'Great product and fantastic shipping along with price. Seller is a pleasant business to do a purchase with and stands 100% behind their products.', 'Great phone great condition and very fast shipping seller also will help resolve any issues if any', 'The phone was as described and a huge upgrade from where I was with an A12. I did have to contact the seller and they were prompt and helpful with responses. The phone arrived late, but not because of the seller. It was shipped quickly, but USPS dropped the ball. I would purchase from this seller again.', 'Everything came perfectly as stated. I was worried about this being a hokey scam but everything came back perfect, using the phone to type this out and have not had a problem with it at all. 10/10 would recommend!', 'I received the product, from first assessment, it went well. Good product', 'Thanks! Fits great on my phone.']","{'Shipping:': 'US $35.48 eBay International Shipping . See details for shipping Located in: Houston, TX, United States', 'Import charges: ': 'This item may be subject to import charges and taxes on delivery', 'Delivery:': 'Estimated between Mon, Nov 11 and Tue, Dec 3 to 0001 Please note the delivery estimate is greater than 29 business days. Seller ships within 1 day after receiving cleared payment.', 'Returns:': '30 days returns. Buyer pays for return shipping. See details - for more information about returns', 'Condition': 'Open box', 'Seller Notes': 'Mint- Device Only!', 'Processor': 'Exynos 1280', 'Custom Bundle': 'Yes Volume Discount Available', 'Chipset Model': 'Exynos 1380', 'MPN': 'Does Not Apply', 'Compared to Samsung Galaxy A54 A34': 'Galaxy A33 A73 A72 5G', 'Year Released': '2022', 'Lock Status': 'T-mobile, MetroPCS or Unlocked', 'SIM Card Slot': 'Single SIM', 'Best Use for': 'Everyday use Gaming Photography Videography', 'Manufacturer Warranty': '30-Day seller return policy', 'Network': 'AT&T, Boost Mobile, Cricket Wireless, Metro, SIMPLE Mobile, Sprint, T-Mobile, Ultra Mobile, Unlocked, MetroPCS, Global Unlocked', 'Style': 'Bar', 'Operating System': 'Android', 'Features': 'Bluetooth Enabled, Camera, Color Screen, Digital Compass, Email, Web, Email Access, Fast Charging, Fast Wireless Charging, Fingerprint Sensor, Front Camera, Global Ready, GPRS, GPS, Music Player, Nano SIM, NFC Connectivity, OLED Display, Rear Camera, Rugged, Speakerphone, Streaming Video, Triple Rear Camera, Vibration, Video Calling, Video Camera, Wi-Fi Capable, Wireless Charging', 'Storage Capacity': '128 GB', 'Camera Resolution': '50.0 MP', '5G smartphone Super AMOLED display Exynos 1380 processor': 'Samsung Galaxy A series Mid-range smartphone 5G smartphone', 'Screen Size': '6.4 in', 'A54 Graphite A54 Silver A54 Purple': 'A54 Lime A54 Awesome Black', 'Color': 'Black - Violet', 'Memory Card Type': 'MicroSD', '32MP front-facing camera 5000mAh battery 25W fast charging': '128GB storage Quad rear camera system', 'Model Number': 'A546U', 'Newer Model of Samsung Galaxy A32': 'Galaxy A42 A52 A52S A53 A72', 'Cellular Band': 'Locked/Unlocked Status specific', 'Brand': 'Samsung', 'design similar to': 'S23', 'Model': 'Samsung Galaxy A54', 'Connectivity': '2G, 3G, 4G, 4G+, 5G, Bluetooth, GPRS, GPS, LTE, Micro USB, NFC, USB Type-C, WAP, Wi-Fi', 'Country/Region of Manufacture': 'Korea, Republic of', 'Contract': 'Without Contract', 'RAM': '6 GB'}","Yes Volume Discount Available",,,,"Estimated between Mon, Nov 11 and Tue, Dec 3 to 0001 Please note the delivery estimate is greater than 29 business days. Seller ships within 1 day after receiving cleared payment.",,,"Without Contract","6.4 in",,"Single SIM","2022","Bluetooth Enabled, Camera, Color Screen, Digital Compass, Email, Web, Email Access, Fast Charging, Fast Wireless Charging, Fingerprint Sensor, Front Camera, Global Ready, GPRS, GPS, Music Player, Nano SIM, NFC Connectivity, OLED Display, Rear Camera, Rugged, Speakerphone, Streaming Video, Triple Rear Camera, Vibration, Video Calling, Video Camera, Wi-Fi Capable, Wireless Charging",,,"Korea, Republic of","Everyday use Gaming Photography Videography","Samsung","AT&T, Boost Mobile, Cricket Wireless, Metro, SIMPLE Mobile, Sprint, T-Mobile, Ultra Mobile, Unlocked, MetroPCS, Global Unlocked",,"Mint- Device Only!","Does Not Apply","Android","6 GB",,"Galaxy A33 A73 A72 5G",,"Open box",,"50.0 MP","Locked/Unlocked Status specific","This item may be subject to import charges and taxes on delivery",,,"US $35.48 eBay International Shipping . See details for shipping Located in: Houston, TX, United States","A54 Lime A54 Awesome Black","Exynos 1380","Galaxy A42 A52 A52S A53 A72",,,"Bar","A546U",,"128GB storage Quad rear camera system","30 days returns. Buyer pays for return shipping. See details - for more information about returns","128 GB","Samsung Galaxy A54",,"30-Day seller return policy","Exynos 1280",,,,"2G, 3G, 4G, 4G+, 5G, Bluetooth, GPRS, GPS, LTE, Micro USB, NFC, USB Type-C, WAP, Wi-Fi",,"Black - Violet","S23","T-mobile, MetroPCS or Unlocked",,"MicroSD",,"Samsung Galaxy A series Mid-range smartphone 5G smartphone"
"145754116859","New Sealed Apple iPhone SE 3rd Gen 2022 5G (Unlocked Worldwide) 64GB/128GB/256GB","US $278.99/ea","['Shipping:', 'Import charges: ', 'Delivery:', 'Returns:', 'Condition', 'Processor', 'Screen Size', 'Chipset Model', 'MPN', 'Model Number', 'Lock Status', 'SIM Card Slot', 'Cellular Band', 'Brand', 'Manufacturer Warranty', 'Network', 'Model', 'Connectivity', 'Style', 'Operating System', 'Features', 'Storage Capacity', 'Contract', 'Camera Resolution', 'RAM']","['US $38.99 eBay International Shipping . See details for shipping Located in: New York, NY, United States', 'This item may be subject to import charges and taxes on delivery', 'Estimated between Mon, Nov 11 and Mon, Dec 2 to 0001 Please note the delivery estimate is greater than 29 business days.', '30 days returns. Buyer pays for return shipping. See details - for more information about returns', 'New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is ... Read more about the condition', 'Hexa Core', '4.7 in', 'Apple A15 Bionic', 'A2595, MMX63LL/A, MMX93LL/A, MMXD3LL/A,, MMX53LL/A, MMX83LL/A, MMXC3LL/A, MMX73LL/A, MMXA3LL/A, MMXE3LL/A, MMXD3LL/A, SE 3, SE 3RD GENERATION, Factory Unlocked, Network Unlocked', 'A2595', 'Factory Unlocked', 'Dual SIM (SIM + eSIM)', 'CDMA OR GSM', 'Apple', '1 Year', 'Unlocked', 'Apple iPhone SE (3rd Generation)', '2G, 3G, 4G, 4G+, 5G, Bluetooth, Dual-Band, GPS, Lightning, LTE, Wi-Fi', 'Bar', 'iOS', 'Bluetooth Enabled, Camera, Color Screen, Email, Web, Email Access, eSIM, Fast Charging, Fast Wireless Charging, Fingerprint Sensor, Front Camera, Global Ready, GPS, Internet Connectivity, Nano SIM, QWERTY Keyboard, Rear Camera, Sim Free, Speakerphone, Speech Recognition, Streaming Video, Telephoto Lens, Touch Screen, Vibration, Video Calling, Video Camera, Voice-Activated Dialing, Water-Resistant, Wide-Angle Camera, Wi-Fi Capable', '64GB, 128GB, 256GB', 'Without Contract', '12.0 MP', '4 GB']","{'Shipping:': 'US $38.99 eBay International Shipping . See details for shipping Located in: New York, NY, United States', 'Import charges: ': 'This item may be subject to import charges and taxes on delivery', 'Delivery:': 'Estimated between Mon, Nov 11 and Mon, Dec 2 to 0001 Please note the delivery estimate is greater than 29 business days.', 'Returns:': '30 days returns. Buyer pays for return shipping. See details - for more information about returns', 'Condition': 'New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is ... Read more about the condition', 'Processor': 'Hexa Core', 'Screen Size': '4.7 in', 'Chipset Model': 'Apple A15 Bionic', 'MPN': 'A2595, MMX63LL/A, MMX93LL/A, MMXD3LL/A,, MMX53LL/A, MMX83LL/A, MMXC3LL/A, MMX73LL/A, MMXA3LL/A, MMXE3LL/A, MMXD3LL/A, SE 3, SE 3RD GENERATION, Factory Unlocked, Network Unlocked', 'Model Number': 'A2595', 'Lock Status': 'Factory Unlocked', 'SIM Card Slot': 'Dual SIM (SIM + eSIM)', 'Cellular Band': 'CDMA OR GSM', 'Brand': 'Apple', 'Manufacturer Warranty': '1 Year', 'Network': 'Unlocked', 'Model': 'Apple iPhone SE (3rd Generation)', 'Connectivity': '2G, 3G, 4G, 4G+, 5G, Bluetooth, Dual-Band, GPS, Lightning, LTE, Wi-Fi', 'Style': 'Bar', 'Operating System': 'iOS', 'Features': 'Bluetooth Enabled, Camera, Color Screen, Email, Web, Email Access, eSIM, Fast Charging, Fast Wireless Charging, Fingerprint Sensor, Front Camera, Global Ready, GPS, Internet Connectivity, Nano SIM, QWERTY Keyboard, Rear Camera, Sim Free, Speakerphone, Speech Recognition, Streaming Video, Telephoto Lens, Touch Screen, Vibration, Video Calling, Video Camera, Voice-Activated Dialing, Water-Resistant, Wide-Angle Camera, Wi-Fi Capable', 'Storage Capacity': '64GB, 128GB, 256GB', 'Contract': 'Without Contract', 'Camera Resolution': '12.0 MP', 'RAM': '4 GB'}","['Everything seem to be in working order however, the item was not sealed. You could see where somebody had taken some type of razor blade and opened it and tried to seal it back up. I have thoroughly tested the phone. There were a few fingerprints in places that shouldn’t have fingerprints for being unopened. I had Apple do a remote check on it. Everything seem to be OK I wouldn’t advertise something is sealed when it wasn’t. The shipping package was not tampered with just the apple seals.', 'I was a little reluctant to spend that much with, ""some guy"" on Ebay but it\'s excellent! Brand new as advertised, had my old phone nearby, turned it on, it saw the new phone and it asked me if I wanted to transfer my stuff. Botta Boom and all my stuff move to the new phone. I love Apple products. Super happy, would buy again from this seller.', 'So far so good. Phone arrived on time and in great condition. Setting up today perhaps more later!', ""Product is exactly as described, a brand new iPhone 2022 SE in its original box, and shipping was safe and prompt. As of leaving this feedback I haven't had time to configure it yet, but I feel it will work just fine."", 'It looks great, not set up yet. Four day shipping.', 'The phone was sealed new in box with proper Apple items. Great price!', 'So far, Everything looks and works good!', 'Open box, excellent condition.', 'Quick shipping. Great item. Thanks!!', 'A+++++ Sealed new phone and works fine!', 'Great items fast shipping', 'Great seller! Item came very quick. Seller was even nice enough to change the color of the iPhone, after my order was placed. 10/10.', 'Shipped quickly and came new and sealed as advertised. Would buy from this seller again.', 'fast service 2 day shipping.. item as stated. First class seller', 'Phones were as described, shipping was very fast, faster than normal and the price was right.', 'Great experience! Super fast shipping. Phone is as described. TY', 'A+++ phone came FAST and sealed. Would do business with again!!', 'great deal, as described, quick ship, great communication A+++', 'Great transaction. Iphone was sealed as stated. Fast shipping.', 'Excellent communication, fast shipment! Great seller! Would buy from again!', 'excellant seller... helped w canceled order... 2nd was perfect!', 'Great price! Item was exactly as described.', 'GREAT PEOPLE VERY PROFESSIONAL', 'Good buy for the price.', 'Good job A+ on both exact listing & quick delivery!', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']","['Everything seem to be in working order however, the item was not sealed. You could see where somebody had taken some type of razor blade and opened it and tried to seal it back up. I have thoroughly tested the phone. There were a few fingerprints in places that shouldn’t have fingerprints for being unopened. I had Apple do a remote check on it. Everything seem to be OK I wouldn’t advertise something is sealed when it wasn’t. The shipping package was not tampered with just the apple seals.', 'I was a little reluctant to spend that much with, ""some guy"" on Ebay but it\'s excellent! Brand new as advertised, had my old phone nearby, turned it on, it saw the new phone and it asked me if I wanted to transfer my stuff. Botta Boom and all my stuff move to the new phone. I love Apple products. Super happy, would buy again from this seller.', 'So far so good. Phone arrived on time and in great condition. Setting up today perhaps more later!', ""Product is exactly as described, a brand new iPhone 2022 SE in its original box, and shipping was safe and prompt. As of leaving this feedback I haven't had time to configure it yet, but I feel it will work just fine."", 'It looks great, not set up yet. Four day shipping.', 'The phone was sealed new in box with proper Apple items. Great price!', 'So far, Everything looks and works good!', 'Open box, excellent condition.', 'Quick shipping. Great item. Thanks!!', 'A+++++ Sealed new phone and works fine!', 'Great items fast shipping', 'Great seller! Item came very quick. Seller was even nice enough to change the color of the iPhone, after my order was placed. 10/10.', 'Shipped quickly and came new and sealed as advertised. Would buy from this seller again.', 'fast service 2 day shipping.. item as stated. First class seller', 'Phones were as described, shipping was very fast, faster than normal and the price was right.', 'Great experience! Super fast shipping. Phone is as described. TY', 'A+++ phone came FAST and sealed. Would do business with again!!', 'great deal, as described, quick ship, great communication A+++', 'Great transaction. Iphone was sealed as stated. Fast shipping.', 'Excellent communication, fast shipment! Great seller! Would buy from again!', 'excellant seller... helped w canceled order... 2nd was perfect!', 'Great price! Item was exactly as described.', 'GREAT PEOPLE VERY PROFESSIONAL', 'Good buy for the price.', 'Good job A+ on both exact listing & quick delivery!']","{'Shipping:': 'US $38.99 eBay International Shipping . See details for shipping Located in: New York, NY, United States', 'Import charges: ': 'This item may be subject to import charges and taxes on delivery', 'Delivery:': 'Estimated between Mon, Nov 11 and Mon, Dec 2 to 0001 Please note the delivery estimate is greater than 29 business days.', 'Returns:': '30 days returns. Buyer pays for return shipping. See details - for more information about returns', 'Condition': 'New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is ... Read more about the condition', 'Processor': 'Hexa Core', 'Screen Size': '4.7 in', 'Chipset Model': 'Apple A15 Bionic', 'MPN': 'A2595, MMX63LL/A, MMX93LL/A, MMXD3LL/A,, MMX53LL/A, MMX83LL/A, MMXC3LL/A, MMX73LL/A, MMXA3LL/A, MMXE3LL/A, MMXD3LL/A, SE 3, SE 3RD GENERATION, Factory Unlocked, Network Unlocked', 'Model Number': 'A2595', 'Lock Status': 'Factory Unlocked', 'SIM Card Slot': 'Dual SIM (SIM + eSIM)', 'Cellular Band': 'CDMA OR GSM', 'Brand': 'Apple', 'Manufacturer Warranty': '1 Year', 'Network': 'Unlocked', 'Model': 'Apple iPhone SE (3rd Generation)', 'Connectivity': '2G, 3G, 4G, 4G+, 5G, Bluetooth, Dual-Band, GPS, Lightning, LTE, Wi-Fi', 'Style': 'Bar', 'Operating System': 'iOS', 'Features': 'Bluetooth Enabled, Camera, Color Screen, Email, Web, Email Access, eSIM, Fast Charging, Fast Wireless Charging, Fingerprint Sensor, Front Camera, Global Ready, GPS, Internet Connectivity, Nano SIM, QWERTY Keyboard, Rear Camera, Sim Free, Speakerphone, Speech Recognition, Streaming Video, Telephoto Lens, Touch Screen, Vibration, Video Calling, Video Camera, Voice-Activated Dialing, Water-Resistant, Wide-Angle Camera, Wi-Fi Capable', 'Storage Capacity': '64GB, 128GB, 256GB', 'Contract': 'Without Contract', 'Camera Resolution': '12.0 MP', 'RAM': '4 GB'}",,,,,"Estimated between Mon, Nov 11 and Mon, Dec 2 to 0001 Please note the delivery estimate is greater than 29 business days.",,,"Without Contract","4.7 in",,"Dual SIM (SIM + eSIM)",,"Bluetooth Enabled, Camera, Color Screen, Email, Web, Email Access, eSIM, Fast Charging, Fast Wireless Charging, Fingerprint Sensor, Front Camera, Global Ready, GPS, Internet Connectivity, Nano SIM, QWERTY Keyboard, Rear Camera, Sim Free, Speakerphone, Speech Recognition, Streaming Video, Telephoto Lens, Touch Screen, Vibration, Video Calling, Video Camera, Voice-Activated Dialing, Water-Resistant, Wide-Angle Camera, Wi-Fi Capable",,,,,"Apple","Unlocked",,,"A2595, MMX63LL/A, MMX93LL/A, MMXD3LL/A,, MMX53LL/A, MMX83LL/A, MMXC3LL/A, MMX73LL/A, MMXA3LL/A, MMXE3LL/A, MMXD3LL/A, SE 3, SE 3RD GENERATION, Factory Unlocked, Network Unlocked","iOS","4 GB",,,,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is ... Read more about the condition",,"12.0 MP","CDMA OR GSM","This item may be subject to import charges and taxes on delivery",,,"US $38.99 eBay International Shipping . See details for shipping Located in: New York, NY, United States",,"Apple A15 Bionic",,,,"Bar","A2595",,,"30 days returns. Buyer pays for return shipping. See details - for more information about returns","64GB, 128GB, 256GB","Apple iPhone SE (3rd Generation)",,"1 Year","Hexa Core",,,,"2G, 3G, 4G, 4G+, 5G, Bluetooth, Dual-Band, GPS, Lightning, LTE, Wi-Fi",,,,"Factory Unlocked",,,,
